model_id,category,subset,subset_name,family,image,miou,dice,pixel_acc
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (11).jpg,0.2728949652777778,0.3530815667555805,0.5457899305555556
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (12).jpg,0.26513671875,0.34652201659221443,0.5302734375
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (13).jpg,0.2737223307291667,0.35377333683933737,0.5474446614583334
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (14).jpg,0.2737223307291667,0.35377333683933737,0.5474446614583334
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (15).jpg,0.2514241536458333,0.3345968484323388,0.5028483072916666
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (16).jpg,0.2648518880208333,0.3462786614885354,0.5297037760416666
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (17).jpg,0.2643093532986111,0.3458146261823215,0.5286187065972222
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (18).jpg,0.283203125,0.36159600997506236,0.56640625
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (19).jpg,0.2777777777777778,0.35714285714285715,0.5555555555555556
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (2).jpg,0.3440619574652778,0.40762642412945316,0.6881239149305556
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (20).jpg,0.2778591579861111,0.3572101133391456,0.5557183159722222
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (3).jpg,0.3310004340277778,0.39831559704903047,0.6620008680555556
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (4).jpg,0.3708902994791667,0.425874877353642,0.7417805989583334
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (5).jpg,0.2626003689236111,0.3443485993775011,0.5252007378472222
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (6).jpg,0.2589518229166667,0.34119665451426123,0.5179036458333334
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (7).jpg,0.2515190972222222,0.3346809125036096,0.5030381944444444
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (8).jpg,0.2619222005208333,0.3437650200267023,0.5238444010416666
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (9).jpg,0.2567138671875,0.33924826584933054,0.513427734375
slimsam_50,foundation_sam,418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (1).jpg,0.3333604600694444,0.40001953061423784,0.6667209201388888
slimsam_50,foundation_sam,418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (10).jpg,0.3750813802083333,0.4286245698874733,0.7501627604166666
slimsam_50,foundation_sam,418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (11).jpg,0.4852566189236111,0.49251799947687946,0.9705132378472222
